token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
10014,https://assets.otherside.xyz/otherdeeds/136eaeca03040bf619485bc430d05cc3a9107974b6ef8c6e1b50793dc8aa350f.jpg,Mineral,Chemical Goo,3,Crystal,1,Oblivion,3,Runa,2,Moldium,1,Oblivion,2,,10014,3279
10015,https://assets.otherside.xyz/otherdeeds/3a424522e97a977d90598845fdfc0508b8b7a5e8adbc064be3628692d01f021d.jpg,Growth,Chemical Goo,2,Mycelium,5,,,,,Lumileaf,1,,,,10015,
10016,https://assets.otherside.xyz/otherdeeds/5374f363a08184a86e3446325c77949cf5da3f3c07ee3205a224251fb9453dd0.jpg,Spirit,Chemical Goo,1,Sands,1,Bonestone,3,,,,,,,,10016,
10017,https://assets.otherside.xyz/otherdeeds/4fb3da86cc76ec1d93130b9e82d1ebfcb80fe0e1739abb2bf178fc155675af02.jpg,Psychedelic,Chemical Goo,2,Mallow,5,Bonestone,1,,,,,Moldium,1,,10017,
10018,https://assets.otherside.xyz/otherdeeds/5f97466bfc0c0b358d21c3cfe2ddf559a021fdb0349c6825ea2e7016bc9d050e.jpg,Psychedelic,Chemical Goo,3,Sludge,3,Lumileaf,1,,,Psychosilk,2,,,,10018,
10019,https://assets.otherside.xyz/otherdeeds/37aa80fc90366f375b94d4da021573166a0cccdc3ca74586892b6a840333fa36.jpg,Decay,Chemical Goo,1,Bog,2,,,,,,,,,,10019,
10020,https://assets.otherside.xyz/otherdeeds/90c9fb8406db15c3bbe43997b34e5c68e9cd4f6a8fb89d46f4e6f921ceccf57d.jpg,Mineral,Chemical Goo,2,Biolume,5,,,,,,,Spikeweed,2,,10020,
10021,https://assets.otherside.xyz/otherdeeds/5677c18acc57e2c7dfde3976e691453d04f2f44e988a9113eb8478f65bb1087c.jpg,Volcanic,Chemical Goo,1,Molten,2,,,,,,,,,,10021,
10022,https://assets.otherside.xyz/otherdeeds/24904b738d5328e3dc440125ab75152797f8e713ad46ba48be9735594178a816.jpg,Spirit,Chemical Goo,2,Sands,1,,,Runa,2,Oblivion,2,,,,10022,
10023,https://assets.otherside.xyz/otherdeeds/6cad1b9be110c3a5f075f62d175763f88f3d21a491c409d3f06ea761d9705e23.jpg,Decay,Chemical Goo,3,Thornwood,1,Spikeweed,2,,,,,,,,10023,
10024,https://assets.otherside.xyz/otherdeeds/da4b3b5e6dea1fad96eba67da948589de12792c80312658fe58df75409dc784e.jpg,Spirit,Chemical Goo,2,Steppes,5,Kinsoul,3,,,,,,,Mystic Triangles,10024,
10025,https://assets.otherside.xyz/otherdeeds/372cb4cf8f1c1fa515682505f730f7286b9eba0236a2588a3ccf3194f2c0f06e.jpg,Decay,Chemical Goo,1,Bog,1,Psychosilk,1,Whisper,1,,,Oblivion,2,Relic Card,10025,869
10026,https://assets.otherside.xyz/otherdeeds/c4f2b2389a29357452fa835abf687ec481b6689f8dcfd1f3492ab447b39a694d.jpg,Volcanic,Chemical Goo,3,Molten,1,,,,,Whisper,3,,,,10026,
10027,https://assets.otherside.xyz/otherdeeds/67864f76d93232e9cbda5be284db7afb9c3f1413b50feb24373f7cad425b8fb5.jpg,Harsh,Chemical Goo,1,Glacia,3,,,,,,,Psychosilk,1,,10027,
10028,https://assets.otherside.xyz/otherdeeds/e7ca528759fdde89359fb8a2adca872ddf94476c9eae6c2a2ee5bababd4b5ce2.jpg,Decay,Chemical Goo,3,Thornwood,1,,,Brimstone,3,Lunarian,1,,,,10028,
10029,https://assets.otherside.xyz/otherdeeds/21217ceb56366649a2d59711cbf2d88df74aec9e4b2f4c7f8eee2a7865b9e267.jpg,Mineral,Chemical Goo,2,Crystal,3,,,,,,,,,,10029,
10030,https://assets.otherside.xyz/otherdeeds/39c257f1b99430a8184e3a7c3dbc2b7503ae6ef604afbae4fcef40d897e8bca7.jpg,Mineral,Chemical Goo,1,Crystal,3,Etheria,1,,,,,,,,10030,
10031,https://assets.otherside.xyz/otherdeeds/888d8ffca104da54a6802f29cd51d31decd7d9a4d1f10d50caad5cb30a2fa449.jpg,Harsh,Chemical Goo,1,Wastes,1,,,,,Whisper,1,,,,10031,
10032,https://assets.otherside.xyz/otherdeeds/2db23f61014b9c58ac3f9ae9b90c255e8e50589e3aa92d7448956330780c7a16.jpg,Spirit,Chemical Goo,1,Sky,3,,,,,Brimstone,2,Lunarian,1,Glass Eye,10032,
10033,https://assets.otherside.xyz/otherdeeds/43786ba6b29a98e17bc20a5c3160404fb6b5ba5c7c28286f9c4721b392e1a7c0.jpg,Decay,Chemical Goo,2,Plague,2,Whisper,1,,,,,Whisper,1,,10033,
10034,https://assets.otherside.xyz/otherdeeds/01d510cc07ccd247954aa459db1aec493847fda2d3d75e0d9ba11ff88ce0a351.jpg,Harsh,Chemical Goo,2,Bone,2,Oblivion,1,Nether,1,,,,,,10034,
10035,https://assets.otherside.xyz/otherdeeds/eaa7dc5f4f8cb8541af06608ca07fac79b6fea42bd057b4578cb374ff8404f7d.jpg,Harsh,Chemical Goo,1,Wastes,2,Bonestone,2,Obsilica,2,Runa,1,Luster,3,,10035,
10036,https://assets.otherside.xyz/otherdeeds/0eac92a8629a4c861567b4c1ba6b34c20efafa4e3a48c154e55b046411f6e5c7.jpg,Harsh,Chemical Goo,1,Glacia,2,Shatterfrost,3,Shatterfrost,2,,,Petrified,1,,10036,
10037,https://assets.otherside.xyz/otherdeeds/7d9a8c91b628ba4b3e0e963238d83adf977aae371b827ed246bb8f5fa72c3b12.jpg,Mineral,Chemical Goo,3,Crystal,4,Runa,1,Etheria,1,Luminite,3,Luminite,2,,10037,
10038,https://assets.otherside.xyz/otherdeeds/625fdab05f5b03b3b1292638ce280f37d7ffa39275a7b0e0168b243a3fde198b.jpg,Spirit,Chemical Goo,1,Steppes,3,Nebula,1,Whisper,1,Runa,2,,,,10038,5428
10039,https://assets.otherside.xyz/otherdeeds/73bab26391abb0a02a714cd1c553c666cba76c94dade523c2f5ede05e4c7f2b5.jpg,Volcanic,Chemical Goo,1,Sulfuric,4,Lumileaf,1,Whisper,1,Runa,2,Lumileaf,1,,10039,
10040,https://assets.otherside.xyz/otherdeeds/c5312772167561600a6fe0e6d00ce45f3e864981bec1561734dcbd45882db466.jpg,Harsh,Chemical Goo,1,Bone,2,Petrified,1,Brimstone,2,Spikeweed,2,Oblivion,2,,10040,
10041,https://assets.otherside.xyz/otherdeeds/879364aac3e20fea851ecc32c5484a378e44a6a17a1242d9dbf90e9a6b87a516.jpg,Volcanic,Chemical Goo,3,Sulfuric,4,,,Oblivion,3,,,,,,10041,
10042,https://assets.otherside.xyz/otherdeeds/1259ce19a529b2ad40f103f5cabadb40bb4742626f655aa61710fe8770d8eb71.jpg,Spirit,Chemical Goo,3,Veldan,1,,,,,,,Oblivion,1,,10042,
10043,https://assets.otherside.xyz/otherdeeds/32a766cb5ad4f3c43c2bc077e0e559507d7e4071ee437d5df1dc60d754839328.jpg,Psychedelic,Chemical Goo,1,Mallow,2,,,,,,,Petrified,1,,10043,
10044,https://assets.otherside.xyz/otherdeeds/a8654f562ffd8dcbfc791e0ac9bdccd1bd1a01458c724de0e34b8824ed15b660.jpg,Mineral,Chemical Goo,1,Biolume,4,Tantalite,3,Whisper,1,,,,,,10044,
10045,https://assets.otherside.xyz/otherdeeds/499fd0f8a0e87fc5ccabc3b8f2b288496e5ef60974e80b59923c9779f09f56ab.jpg,Volcanic,Chemical Goo,3,Sulfuric,1,,,,,Lumileaf,2,Lunarian,2,,10045,3364
10046,https://assets.otherside.xyz/otherdeeds/3a4c3b48453b457ed2eeb5b25b639c77243b62b52e93efbba1790a19af645a28.jpg,Growth,Chemical Goo,1,Jungle,1,,,,,,,,,,10046,
10047,https://assets.otherside.xyz/otherdeeds/40d05d79250a4367a77697d6c4268c4fb70d2dcd2c0b7c59dc5f7cab86824d65.jpg,Harsh,Chemical Goo,3,Splinter,1,,,Kinsoul,1,Petrified,3,Runa,2,Koda Hammer,10047,
10048,https://assets.otherside.xyz/otherdeeds/a2010d18e5d8545506b90c60d269bd4409761344a54cbaabe82aef157f88d7bf.jpg,Growth,Chemical Goo,1,Mystic,1,,,,,,,Moldium,1,,10048,
10049,https://assets.otherside.xyz/otherdeeds/cd41fdfb2d2bfad5fae8dfb04a9d92b5cd5722edac9a8c1f2f865be721fadc11.jpg,Growth,Chemical Goo,1,Jungle,2,,,Oblivion,3,,,,,,10049,
10050,https://assets.otherside.xyz/otherdeeds/2731b48e9b2058962d7967e7cfe2bf0f1fe017e3ddcca22d9a925112c0f59263.jpg,Mineral,Chemical Goo,1,Biolume,1,Spikeweed,2,Tantalite,2,,,Nether,2,Glass Eye,10050,
10051,https://assets.otherside.xyz/otherdeeds/16e9d47fa72388169ae154418b13710f756fa0bfcb23185a6a5dcfc20f29ea2c.jpg,Harsh,Chemical Goo,1,Wastes,2,Nether,2,Nether,1,,,Brimstone,1,,10051,
10052,https://assets.otherside.xyz/otherdeeds/bf3b67a8f62e54da8d4671cbcf69be915d24d43531db922ff8bd03e9660fbb05.jpg,Spirit,Chemical Goo,1,Veldan,5,Psychosilk,2,Runa,2,,,Moldium,2,,10052,
10053,https://assets.otherside.xyz/otherdeeds/2eb3f81c7205c85633329f5b12bd664de6c7dda97b67854df246af9838bf1a71.jpg,Growth,Chemical Goo,1,Jungle,5,,,,,,,,,,10053,
10054,https://assets.otherside.xyz/otherdeeds/5c73a304ebb0ef55c82da431eb1a539c9c283df90eb85306ab5b89ef0e010c84.jpg,Psychedelic,Chemical Goo,1,Mallow,3,,,,,Spikeweed,3,,,Fire Sale Scroll,10054,
10055,https://assets.otherside.xyz/otherdeeds/a004b05389c264a803df2ae21cc5a83897f701d77f197a681f9e0e8a230f4805.jpg,Decay,Chemical Goo,2,Bog,2,Bonestone,2,Brimstone,2,,,,,,10055,
10056,https://assets.otherside.xyz/otherdeeds/7d9feeebfa541cdc7c2ac6bbfa5d964208149674f915e6e871a4bdb2b1b7db4e.jpg,Volcanic,Chemical Goo,1,Obsidian,1,,,Lunarian,2,Abyssia,2,Bonestone,1,Banana Peel,10056,
10057,https://assets.otherside.xyz/otherdeeds/d247a9760e0b58b6385cb6377e3701279f5976520656b2c1cb766837916c9761.jpg,Harsh,Chemical Goo,1,Splinter,3,Runa,1,Whisper,1,Psychosilk,2,,,,10057,
10058,https://assets.otherside.xyz/otherdeeds/9b98fcdc7a220894850a8f489b3b1e2867bd22b51d02a591ca5a3a2db9749000.jpg,Volcanic,Chemical Goo,1,Sulfuric,1,,,Lunarian,1,,,Whisper,2,,10058,
10059,https://assets.otherside.xyz/otherdeeds/26b77fa82e77f5954d6fbf5f2c43bbef080f3f5ad464172ba194011784e028eb.jpg,Volcanic,Chemical Goo,3,Molten,1,,,,,Kinsoul,2,Nether,3,,10059,
10060,https://assets.otherside.xyz/otherdeeds/a042f130f996085f864f88bd7a38ea7235db7d9b5bfb6c0c03f1f445932566c2.jpg,Volcanic,Chemical Goo,1,Obsidian,2,Lunarian,1,,,Runa,2,,,,10060,
10061,https://assets.otherside.xyz/otherdeeds/481d0a8dfb5dff64d6de6298ccf3677d4289e75172df379ed6f0b18e0f22777b.jpg,Spirit,Chemical Goo,1,Steppes,1,,,,,,,Brimstone,1,,10061,
10062,https://assets.otherside.xyz/otherdeeds/4d723428cbaab3a85779ad0acfb2051f101128f2bcc8127f536bd9868ef1d87b.jpg,Growth,Chemical Goo,2,Botanical,4,,,,,,,,,,10062,
10063,https://assets.otherside.xyz/otherdeeds/5a77204f0becc9d4b08ccb249edb305a8268d50530deec23653cde2fb1ffa5e7.jpg,Harsh,Chemical Goo,3,Glacia,3,,,,,,,,,,10063,
10064,https://assets.otherside.xyz/otherdeeds/5c3b9a7734c2168026c015b1b0de9c1ff9a91f6424c6d2ebafcdd188add52be1.jpg,Harsh,Chemical Goo,1,Splinter,4,,,,,Kinsoul,2,,,Sands of Time,10064,
10065,https://assets.otherside.xyz/otherdeeds/e8c2f300ccb6efd4b3eb5ab669d0219318f715c8427c14f5db58f560f120e830.jpg,Volcanic,Chemical Goo,3,Crimson,4,,,Runa,1,Petrified,1,Lunarian,1,,10065,
10066,https://assets.otherside.xyz/otherdeeds/ffb506e398cd21479b2653d94b98a5c6492ab8f1f473dad54ade03606ba1a28e.jpg,Volcanic,Chemical Goo,1,Crimson,2,,,,,Pricklia,1,,,,10066,
10067,https://assets.otherside.xyz/otherdeeds/7f28fc095e156b1a878df85977c74a1eb35a05d330cd47a8c8a473e5b73f1d0f.jpg,Decay,Chemical Goo,1,Thornwood,3,,,Moldium,1,Bonestone,2,Lunarian,1,,10067,
10068,https://assets.otherside.xyz/otherdeeds/31727fb49249831fc6c109db85d583dc38e417f41cb35b2a9ed6081b58f00222.jpg,Decay,Chemical Goo,2,Ruins,2,Lunarian,1,Runa,2,,,Lunarian,3,Forged Pickaxe,10068,
10069,https://assets.otherside.xyz/otherdeeds/b6b3447f8f4256d7eb1d56794a6a9df2f59a2ffc902abad54f01510d803628b0.jpg,Spirit,Chemical Goo,1,Veldan,5,,,,,Whisper,2,,,,10069,9015
10070,https://assets.otherside.xyz/otherdeeds/691820ae923a75e97e4c8a3773833d1b123bb935cf036b148da068e8dd95b1e6.jpg,Psychedelic,Chemical Goo,2,Sludge,4,Runa,1,,,,,Lapidite,1,,10070,
10071,https://assets.otherside.xyz/otherdeeds/4e3493e77dc10e6cb698f9145a3d6079119984c6926bb084ec5ca03c41ac7e07.jpg,Volcanic,Chemical Goo,3,Molten,4,,,Whisper,1,Kinsoul,1,Slaglia,2,,10071,
10072,https://assets.otherside.xyz/otherdeeds/426c090bb57a5fe582610fbd5b735a0feb6f8a9ea36bf2d9151cfead4f00a3bc.jpg,Psychedelic,Chemical Goo,1,Mallow,3,Moldium,1,,,,,,,Mystic Triangles,10072,4063
10073,https://assets.otherside.xyz/otherdeeds/2f874230a258c20b4d32983de47f6b0e26c3b3ea47fb429026a8bb66174bf38b.jpg,Chaos,Chemical Goo,1,Chaos,5,Degradia,3,Omni,3,Entropy,2,Entropy,1,Marcin,10073,
10074,https://assets.otherside.xyz/otherdeeds/823a83dd4738a54201b564798b634e1ba10c631a90771d716620698d2f57afa3.jpg,Decay,Chemical Goo,1,Ruins,4,Nether,3,Moldium,1,Luster,1,Lumileaf,3,,10074,
10075,https://assets.otherside.xyz/otherdeeds/4f408d489a3a09d6e0f9d56999419e2f9b6ac24fea4f5cbe9d5a5e70f29838b0.jpg,Decay,Chemical Goo,3,Ruins,4,Oblivion,1,Bonestone,1,Chroma,1,Chroma,1,,10075,
10076,https://assets.otherside.xyz/otherdeeds/c0e437ce1de700f346f8ebbfe32075dcd6c8ebeab9cc64728e416a6147f1fe9e.jpg,Spirit,Chemical Goo,2,Veldan,1,,,,,Scholara,2,Whisper,1,Knight's Pail,10076,
10077,https://assets.otherside.xyz/otherdeeds/b663c709c77dd9f690142485b8fadf97d5b6fa9be33ec129a77326964a00a78c.jpg,Harsh,Chemical Goo,2,Splinter,1,,,,,,,,,,10077,
10078,https://assets.otherside.xyz/otherdeeds/c313c8d2488996c996eb5f6f32196a4efa0eb71c0045c1adcfead36a1f512c7f.jpg,Mineral,Chemical Goo,3,Biolume,1,Bonestone,2,Kinsoul,2,,,,,,10078,
10079,https://assets.otherside.xyz/otherdeeds/eab9e48459160b83948696cb589f7770932123870f475e9b55c6733ecda6d6a5.jpg,Harsh,Chemical Goo,1,Splinter,1,,,,,Runa,1,,,,10079,
10080,https://assets.otherside.xyz/otherdeeds/90ceb854e5a7cfc82688a53c5f0e62fec5473551390e448f902270691ea6b8f9.jpg,Mineral,Chemical Goo,1,Luster,5,,,Whisper,2,,,Whisper,2,,10080,
10081,https://assets.otherside.xyz/otherdeeds/8a1e5a47b2fbcb9443e192dc2d25ffd025b6a7d38318e4db346ac4d29f7f5380.jpg,Volcanic,Chemical Goo,3,Obsidian,1,,,,,Whisper,1,Kinsoul,2,,10081,
10082,https://assets.otherside.xyz/otherdeeds/516d652d3468dcdb80a53c344ee762e7a22c644f1328e477b7ee5812830dc2fd.jpg,Decay,Chemical Goo,2,Thornwood,3,Nocturna,1,,,Brimstone,1,,,,10082,
10083,https://assets.otherside.xyz/otherdeeds/bdda974f49463bf5bce939cad23b8f6ceee707954c74b7a07863c7d0fa98fbad.jpg,Psychedelic,Chemical Goo,1,Sludge,2,Psychosilk,3,Bonestone,3,Moldium,2,Oblivion,1,,10083,
10084,https://assets.otherside.xyz/otherdeeds/bc7265a8a10630a4e5029027c51f61605aaa4244144915a778d456e7884c0157.jpg,Volcanic,Chemical Goo,1,Molten,3,Bonestone,3,,,,,Oblivion,2,,10084,
10085,https://assets.otherside.xyz/otherdeeds/328147f33c30ccf1c7d907b21a6a9a3fa8c1b4616e01fc2da04e2072fea7846e.jpg,Psychedelic,Chemical Goo,3,Mallow,5,Spikeweed,2,Bonestone,1,Kinsoul,2,Lunarian,1,,10085,
10086,https://assets.otherside.xyz/otherdeeds/e76b7e9dad8d91c46ad7ca1b1c9c136d0288c10749b00c89ac70465f9fe53305.jpg,Harsh,Chemical Goo,3,Splinter,2,,,Steppesalt,1,Claymer,1,,,Rugged Hammer,10086,
10087,https://assets.otherside.xyz/otherdeeds/14307baa831764f7ac3cb66b9aa4ba7042612a3f66152fedf3c16767b3a22bd4.jpg,Harsh,Chemical Goo,1,Glacia,1,,,,,,,Bonestone,2,,10087,
10088,https://assets.otherside.xyz/otherdeeds/0b650231701f9c4a520def474e0cd225af7a6759ffe2ba1ef409fc5f31fd76cc.jpg,Harsh,Chemical Goo,1,Splinter,4,,,Runa,1,Brimstone,1,,,Sands of Time,10088,
10089,https://assets.otherside.xyz/otherdeeds/1011525ba53d537c662fc32b93421143c6708b7d31f061ac444b48c46d940c2e.jpg,Mineral,Chemical Goo,1,Luster,1,,,Luster,2,Kinsoul,2,Bonestone,1,,10089,
10090,https://assets.otherside.xyz/otherdeeds/1fa4f66a738d8142cfce6225c17c39c660117aee5ad65ca7071ca8af06413ec5.jpg,Decay,Chemical Goo,3,Thornwood,2,Spikeweed,1,,,,,Kinsoul,1,Fire Sale Scroll,10090,
10091,https://assets.otherside.xyz/otherdeeds/ccedaf39190169b4ba9f73fc3f410e64cd242e1859b96b2f2460e03bfe3fa4b5.jpg,Harsh,Chemical Goo,1,Glacia,1,Bonestone,1,,,,,Whisper,2,,10091,
10092,https://assets.otherside.xyz/otherdeeds/8a214a33e3412c34f137067b806c6a9c9bfec3d1eb3f99c058214abd23af84db.jpg,Volcanic,Chemical Goo,3,Sulfuric,1,,,Moldium,1,Runa,2,,,,10092,
10093,https://assets.otherside.xyz/otherdeeds/d4b5425090519840f4f0e5f06505f81d2f3f83430d00eb2da38dfebd55673a13.jpg,Decay,Chemical Goo,1,Bog,3,Nether,1,,,,,,,,10093,
10094,https://assets.otherside.xyz/otherdeeds/074e53272ef524eddaa87d054f14110bdac8b6c62ebc9f10aef4ad10c4e45968.jpg,Decay,Chemical Goo,1,Bog,1,Oblivion,3,Runa,2,Kinsoul,2,Bonestone,3,Rugged Hammer,10094,
10095,https://assets.otherside.xyz/otherdeeds/a25b79ba601292ee05608660ceb434871ee27162c4258d8f564bb93d148ccf58.jpg,Mineral,Chemical Goo,2,Luster,1,Psychosilk,1,Lunarian,1,,,Oblivion,2,,10095,
10096,https://assets.otherside.xyz/otherdeeds/ae69e32248d1c7f21b5d3e128ee178e84bc4eee091f82b9a887bc572c36dfd00.jpg,Harsh,Chemical Goo,3,Splinter,3,Nether,1,,,,,,,,10096,
10097,https://assets.otherside.xyz/otherdeeds/b320884a5b234136fcd2891e7a512c5116507576c4b2de8075db17376358c120.jpg,Harsh,Chemical Goo,1,Splinter,3,Whisper,1,Whisper,1,Whisper,1,Lumileaf,1,Red Orb,10097,
10098,https://assets.otherside.xyz/otherdeeds/f4b5a0daee3521ff6783094abb41bb444cfe5c1d5d797a92001ab2caaad522c6.jpg,Volcanic,Chemical Goo,2,Obsidian,1,Nether,2,,,,,Bonestone,1,Magic Powder,10098,
10099,https://assets.otherside.xyz/otherdeeds/2c096c3162b439482ef936831576ae8f35ba42199cff578d77e8b49e6efbd44a.jpg,Volcanic,Chemical Goo,1,Molten,3,Whisper,1,,,Kinsoul,2,,,,10099,
10100,https://assets.otherside.xyz/otherdeeds/575bc3b604a967b757773aae2636c581389f0e31c84b25a8841a2de378428ae4.jpg,Harsh,Chemical Goo,2,Wastes,1,,,Psychosilk,2,,,,,,10100,
10101,https://assets.otherside.xyz/otherdeeds/3337062c123dfcc545e30f0c1b9034c6bdc690cefa5cb3af9a5344e2ed86b4e0.jpg,Decay,Chemical Goo,1,Bog,1,Psychosilk,1,Bonestone,3,Moldium,1,,,,10101,
10102,https://assets.otherside.xyz/otherdeeds/9dca7f8158f4c557cc2df33cfa378a6fb24efe8614464ec08ff21c84e965b0f5.jpg,Growth,Chemical Goo,3,Mycelium,3,,,Kinsoul,2,,,Oblivion,1,Forged Hammer,10102,
10103,https://assets.otherside.xyz/otherdeeds/d21f2819e784fbe89ac5aa6025845e29136b603e3e750e89befe4e2684741d9a.jpg,Decay,Chemical Goo,1,Bog,4,Lunarian,1,,,,,,,,10103,
10104,https://assets.otherside.xyz/otherdeeds/a2712445b3c52b73d0775fb9046f289c48d107da392a3ef5612a61b307e5ad19.jpg,Psychedelic,Chemical Goo,2,Shadow,1,Lunarian,2,Lumileaf,2,,,,,,10104,
10105,https://assets.otherside.xyz/otherdeeds/cb8b71c28164154ee1764febacecf4d13e289bee0dd8bfb0a4deb89534c70dde.jpg,Mineral,Chemical Goo,3,Biolume,1,,,,,,,Nether,1,,10105,
10106,https://assets.otherside.xyz/otherdeeds/f4fdd16c20a62cae7063a9ef54523e2c995349e4985fa954005a729af988060a.jpg,Mineral,Chemical Goo,1,Luster,1,,,,,Lunarian,2,Runa,3,,10106,
10107,https://assets.otherside.xyz/otherdeeds/37a3aa5c33784c31b2d27895590337edac6447d01e60b372a9c141a24c3d434b.jpg,Volcanic,Chemical Goo,2,Crimson,1,,,,,Pricklia,2,Petrified,2,,10107,
10108,https://assets.otherside.xyz/otherdeeds/f286d11d875c21ecd0078167bd93e2732cdc504e0e070ec66bfdc62113a39978.jpg,Volcanic,Chemical Goo,1,Molten,1,,,,,,,,,,10108,6707
10109,https://assets.otherside.xyz/otherdeeds/21208be04c8bcb5a6beb43e946af57fa29aed7d6e3166be798bfb0c0b96ec772.jpg,Harsh,Chemical Goo,3,Wastes,2,,,Petrified,3,Brimstone,3,,,,10109,
10110,https://assets.otherside.xyz/otherdeeds/c1f37ae4ddf3fe885fa71ba8a6272afd7b001716f77c925859311ce857d3b5ac.jpg,Spirit,Chemical Goo,3,Steppes,1,,,,,,,,,,10110,
10111,https://assets.otherside.xyz/otherdeeds/fe60bcbcb63a9cf8537a8e3e2f4f999d2875879ba0b93604ffefc52f0122ae1d.jpg,Volcanic,Chemical Goo,2,Molten,3,Runa,2,Bonestone,3,Oblivion,2,Kinsoul,3,,10111,
10112,https://assets.otherside.xyz/otherdeeds/eb567eed09fe02ee683ffc055297e763c00d9ed66bf2bcd3789964e6afb46a4a.jpg,Volcanic,Chemical Goo,2,Sulfuric,5,Petrified,1,Whisper,2,Bonestone,2,Luster,3,Sticky Cauldron,10112,
10113,https://assets.otherside.xyz/otherdeeds/9aec93289313d6e052f983b150a9e187d5d4b3815b2e2d7161689826b947236e.jpg,Decay,Chemical Goo,1,Ruins,1,Lumileaf,2,Lumileaf,1,Luster,1,,,,10113,
10114,https://assets.otherside.xyz/otherdeeds/80e2ff9c8ab201341e3cb718fc206e1d0bb5e2cf3b32d5d1862d6ac5bad29b14.jpg,Spirit,Chemical Goo,1,Sands,1,Petrified,3,,,,,Moldium,2,,10114,
10115,https://assets.otherside.xyz/otherdeeds/c0e9ba5575115b4e92202dbd701cf064b9d020b3435a52f39dfe28efef7cd632.jpg,Mineral,Chemical Goo,2,Luster,3,,,Fragmentia,1,,,,,,10115,
10116,https://assets.otherside.xyz/otherdeeds/08ba5653190487af4a8f6738fb54e3ddaa95bda21b49fa604a428f799a89e869.jpg,Decay,Chemical Goo,2,Ruins,2,Prysmatica,1,Prysmatica,2,Brimstone,1,,,Rugged Shovel,10116,
