token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
60011,https://assets.otherside.xyz/otherdeeds/1e3d4c8f2d0bb9b37f940cb354b06fe5c747a26250ba1baabd62ca940c402cd6.jpg,Psychedelic,Infinite Expanse,1,Mallow,2,Nether,3,Kinsoul,1,Lumileaf,1,,,,60011,1096
60012,https://assets.otherside.xyz/otherdeeds/2a5d186533accf5853b5b240bc296d0a939d2496702acc960d44e35a24b7b5a6.jpg,Volcanic,Infinite Expanse,1,Crimson,4,Runa,1,Bonestone,1,,,,,,60012,9733
60013,https://assets.otherside.xyz/otherdeeds/5ac49b67afb3bda3a4416f1caf58b03aa8802a170891301bcf86253dfaa1f568.jpg,Mineral,Infinite Expanse,2,Spires,2,Luster,1,Opalia,2,Bonestone,1,,,,60013,
60014,https://assets.otherside.xyz/otherdeeds/17a51785a77d22d84951dfd9132253133e5551c8d56ea479858a2d3b0e5a09a2.jpg,Decay,Infinite Expanse,1,Thornwood,2,Runa,1,,,,,,,,60014,
60015,https://assets.otherside.xyz/otherdeeds/2b685c96e685fd5e9351ec61e1f702a4b0c9dfbe99fbb5a80f6d40623c1a0df9.jpg,Decay,Infinite Expanse,2,Thornwood,3,,,,,Luster,1,,,Rugged Pickaxe,60015,
60016,https://assets.otherside.xyz/otherdeeds/62ed9921644b6d981c64df5dea7348fdf5730d690624dbeb6d3b9c33a8987f42.jpg,Decay,Infinite Expanse,1,Thornwood,3,,,,,,,,,,60016,
60017,https://assets.otherside.xyz/otherdeeds/431be1f00dad2ae87979b92e492eb72c2e04c3e16fe2588eddae8004af5be8ec.jpg,Psychedelic,Infinite Expanse,3,Mallow,4,Kinsoul,2,Oblivion,2,,,Lumileaf,1,,60017,
60018,https://assets.otherside.xyz/otherdeeds/8ec17d55ca3f9666d79b841820691f3a72d67220f3bf82a77f3dca1b5484b006.jpg,Spirit,Infinite Expanse,1,Sands,3,,,,,,,,,,60018,9075
60019,https://assets.otherside.xyz/otherdeeds/a6d709c3350a6225aceb4c678131f30d33fdbdf5eed755a8ae54da658a4372f9.jpg,Psychedelic,Infinite Expanse,2,Mallow,5,,,,,,,Oblivion,1,,60019,
60020,https://assets.otherside.xyz/otherdeeds/bad12161bba9f48dfeb3cbabf59efc1ca0762f9de755c79841bdb3dbf177f106.jpg,Volcanic,Infinite Expanse,3,Sulfuric,2,Sulfirica,1,,,,,,,,60020,
60021,https://assets.otherside.xyz/otherdeeds/b90bcb778cfb7765ebeadf361a301acd1628272557060f65fac53c02f628de14.jpg,Spirit,Infinite Expanse,1,Sands,2,Luster,2,Lumileaf,1,Runa,2,,,,60021,
60022,https://assets.otherside.xyz/otherdeeds/6c8551a01f053e4719af29b42ed3fa6746f1c4387537ce1004705505d6618faa.jpg,Spirit,Infinite Expanse,1,Steppes,5,Petrified,2,Bonestone,1,,,,,,60022,
60023,https://assets.otherside.xyz/otherdeeds/783cf07958e4db4b811c588347a61a44e435803d0390338cfb250447b2eeef00.jpg,Volcanic,Infinite Expanse,2,Sulfuric,5,,,Psychosilk,3,,,,,,60023,
60024,https://assets.otherside.xyz/otherdeeds/e3a21f7f408ed2fb5e5e3fcbb39d424d49d272c12103c647a4a464550559aa1f.jpg,Spirit,Infinite Expanse,1,Sands,2,Spikeweed,2,Brineslime,2,,,,,,60024,
60025,https://assets.otherside.xyz/otherdeeds/d85e5df45ef3f56bdd79b37b3bc962c2015dc0f6373091bb050737656ed3800a.jpg,Decay,Infinite Expanse,1,Bog,2,Mossmoon,1,Psychosilk,1,Nether,2,Lunarian,1,,60025,
60026,https://assets.otherside.xyz/otherdeeds/38625c9ee88029bdf5db584639a8b07542d619ed9e581a035ec4482d9ce9050c.jpg,Growth,Infinite Expanse,1,Botanical,4,Moldium,1,Bonestone,2,,,Sporicite,2,,60026,
60027,https://assets.otherside.xyz/otherdeeds/b9ad400e3405c1054d14dec43b85a94a51cdeecf5aee8ac5fe0e6c56e86eefa0.jpg,Growth,Infinite Expanse,1,Mycelium,2,Senticybia,2,,,,,,,,60027,
60028,https://assets.otherside.xyz/otherdeeds/ba5a7b8a1b7c68f026affb194e2abbe6b5b8e6eaed940a2471145f5db4a08a0e.jpg,Volcanic,Infinite Expanse,1,Molten,4,,,,,,,,,,60028,
60029,https://assets.otherside.xyz/otherdeeds/b118a1a45651052c726870b172b94726d818bfee8fb063d8252dffecbd601d71.jpg,Spirit,Infinite Expanse,2,Sands,1,,,,,,,,,,60029,
60030,https://assets.otherside.xyz/otherdeeds/3af9554032b473a10c92c1d206fdbe9d707a9462455f352cbac0bc35c248289f.jpg,Spirit,Infinite Expanse,2,Sky,3,,,Kinsoul,2,Lumileaf,1,Lunarian,3,,60030,3004
60031,https://assets.otherside.xyz/otherdeeds/78a387c12fb04cbf11376ce243135b2768b8816c5622b7b005952bedc84f3336.jpg,Harsh,Infinite Expanse,1,Wastes,1,Runa,1,,,Moldium,1,,,,60031,
60032,https://assets.otherside.xyz/otherdeeds/8bacc85f152dbf61017eeee30a12ff260036625919328ecafa1ea1b619f95241.jpg,Spirit,Infinite Expanse,2,Steppes,3,Spikeweed,1,,,,,,,,60032,
60033,https://assets.otherside.xyz/otherdeeds/c0da741546769c4d936e2e25253e66c3e863016fba3abc237216649acd0e3bda.jpg,Psychedelic,Infinite Expanse,3,Sludge,5,,,Nether,3,,,,,,60033,
60034,https://assets.otherside.xyz/otherdeeds/e5d75d1827c3970ed90b5ece8f0c7cd6c5b1e80f6505cc228456018840b070b2.jpg,Decay,Infinite Expanse,1,Ruins,3,,,,,,,,,,60034,
60035,https://assets.otherside.xyz/otherdeeds/5f49bebda2c0ccce7442fecc814608c2cb87aebbc7ea50a46c045792de3d89be.jpg,Decay,Infinite Expanse,1,Ruins,3,Lunarian,1,,,Runa,2,,,,60035,
60036,https://assets.otherside.xyz/otherdeeds/fea3a33ea9f0316a58b72abf11e2237500aaa891feaad409c7ecd7988b96a960.jpg,Harsh,Infinite Expanse,1,Wastes,5,,,,,Bonestone,1,Moldium,2,,60036,
60037,https://assets.otherside.xyz/otherdeeds/d0c9d0d983fcd63784c163ef3a3eba5a4a678fe2f6acfe1ed13b312627e22862.jpg,Spirit,Infinite Expanse,1,Veldan,4,Kinsoul,1,,,Spikeweed,2,Petrified,2,,60037,
60038,https://assets.otherside.xyz/otherdeeds/cde7de143d5ae8b8f85bdaa10d1e9b3fe21e9d4049884ee9268ce58463249704.jpg,Growth,Infinite Expanse,2,Mycelium,2,Whisper,1,Nether,3,Lumileaf,3,,,,60038,
60039,https://assets.otherside.xyz/otherdeeds/1f9b3d96c90fe3e41940860d15d8e2edc452e1e0df729892327d8ab3046a2eb7.jpg,Harsh,Infinite Expanse,3,Splinter,1,,,Nether,1,,,,,,60039,
60040,https://assets.otherside.xyz/otherdeeds/8009a9bf201488ad493c94b6824791664df8dd303b27e88e2b20c941390ef114.jpg,Spirit,Infinite Expanse,2,Steppes,2,Nebula,1,Nebula,1,,,,,,60040,
60041,https://assets.otherside.xyz/otherdeeds/40fbe623ed7d924d61d7036e4f391e6cd926cb194f77347bc184b6c08e5cdf70.jpg,Decay,Infinite Expanse,1,Thornwood,5,,,Luster,1,,,Moldium,2,,60041,
60042,https://assets.otherside.xyz/otherdeeds/2e78d69d065ae90c2f2a0e1dd6339e602fca6eb8117e83abfd7f6e0b5b50e992.jpg,Harsh,Infinite Expanse,3,Splinter,1,,,Spikeweed,1,,,Whisper,1,,60042,
60043,https://assets.otherside.xyz/otherdeeds/f34e31a18b159f95858850affe1eea4d97610657a873b8e074d5fc0185413ccf.jpg,Mineral,Infinite Expanse,1,Biolume,1,,,,,,,Psychosilk,2,,60043,
60044,https://assets.otherside.xyz/otherdeeds/db76e970b39eff721bd30819a8d537f43b68098957bc5f0b8f10994e873b19f1.jpg,Decay,Infinite Expanse,3,Bog,4,,,,,,,Bonestone,1,,60044,
60045,https://assets.otherside.xyz/otherdeeds/19f77358d92e93dc23fe412a6eee1679a7d72b9ac51071d923bf2cf4349b6ba7.jpg,Volcanic,Infinite Expanse,2,Obsidian,5,,,,,Oblivion,1,Whisper,1,,60045,
60046,https://assets.otherside.xyz/otherdeeds/6e5e0b43ec642965d0595a01d3b45d48e3a56ad13bc09514187364c10066148e.jpg,Growth,Infinite Expanse,1,Jungle,1,,,,,,,,,,60046,
60047,https://assets.otherside.xyz/otherdeeds/594a2dc815f6aafb058c0e14b4f2fda67ad348032b5a67bddf4217b9783c074f.jpg,Spirit,Infinite Expanse,2,Sky,4,Runa,2,Moldium,2,,,,,,60047,
60048,https://assets.otherside.xyz/otherdeeds/70dbc1f1d94de086e4cab330a8792246dfe6308ae58eacebba73e11269e0d262.jpg,Volcanic,Infinite Expanse,3,Molten,1,,,,,Luster,2,Nether,1,,60048,
60049,https://assets.otherside.xyz/otherdeeds/ff1ab0086f1615b7fa9926d675a303538f39bfd9f2a3d734390663db009e44e3.jpg,Decay,Infinite Expanse,1,Bog,1,,,,,,,,,,60049,
60050,https://assets.otherside.xyz/otherdeeds/9dd2911bf0a3c488c9769792e6631ac64438e548f0a7b380afbd95ae8e875ee2.jpg,Mineral,Infinite Expanse,1,Biolume,2,Oblivion,2,Tantalite,1,,,Luster,1,Ancient Coin,60050,
60051,https://assets.otherside.xyz/otherdeeds/557c9d9589498030c96bd0eafa8adefd14b39186f68d725ad4f26ea64c09bd3f.jpg,Spirit,Infinite Expanse,1,Steppes,2,,,,,,,,,,60051,
60052,https://assets.otherside.xyz/otherdeeds/3f5cda959eb73b0e47ba7486cce14ed514a1b0606d3afbf0b807849a812a27f5.jpg,Harsh,Infinite Expanse,3,Wastes,2,,,,,,,,,,60052,
60053,https://assets.otherside.xyz/otherdeeds/fd7bb76d19e268dad4b1993126c64f59b4c045208e7b7c228da7d9acbc7102ee.jpg,Mineral,Infinite Expanse,1,Biolume,1,,,,,,,,,,60053,
60054,https://assets.otherside.xyz/otherdeeds/7e39555ff6f5f8b5e523b37e8fda3f8c8d145c13bd2538aa91fca52a5dd0ad38.jpg,Growth,Infinite Expanse,1,Mystic,1,,,,,Luster,1,,,Forged Hammer,60054,
60055,https://assets.otherside.xyz/otherdeeds/a76c8f83d31ea3129c8427a932d171dad88115a98d4a2f11b077c49d58991aba.jpg,Psychedelic,Infinite Expanse,3,Sludge,4,,,Brimstone,2,,,,,,60055,
60056,https://assets.otherside.xyz/otherdeeds/921608b091a6b103661bdc74d4a175f9e9d86635abc583f736eec1e43622c73b.jpg,Mineral,Infinite Expanse,1,Biolume,4,Bonestone,2,Nether,2,Bonestone,1,Kinsoul,3,,60056,
60057,https://assets.otherside.xyz/otherdeeds/40f73b88685674ce091c1252e786cb37d27fb430c9623622b7394f6ecd15c645.jpg,Spirit,Infinite Expanse,3,Sky,2,,,Kinsoul,1,,,,,Sooper Box,60057,
60058,https://assets.otherside.xyz/otherdeeds/139946f2a207a6f83f3852c17fc090eb683514cf1fcebee4e59983098851b1ee.jpg,Decay,Infinite Expanse,3,Ruins,4,Spikeweed,1,,,Lumileaf,1,Nether,1,,60058,
60059,https://assets.otherside.xyz/otherdeeds/53e8b90948e127e390c7acc6814a7d68f65395d408213f924d42d6ddb3ee5c32.jpg,Mineral,Infinite Expanse,1,Spires,4,Spikeweed,1,Lumileaf,2,,,,,,60059,
60060,https://assets.otherside.xyz/otherdeeds/1054318b95924ebbc5ea8a103cbe00b9be8abe3ce6834dc902f0126390fd4ba9.jpg,Decay,Infinite Expanse,2,Plague,1,,,,,,,,,,60060,
60061,https://assets.otherside.xyz/otherdeeds/b5b4fdd97fe84af661bcb389bc1fb59cd9f026f59e8917a907bde53bcfdc3eac.jpg,Decay,Infinite Expanse,3,Plague,3,,,Psychosilk,2,,,Lumileaf,1,,60061,
60062,https://assets.otherside.xyz/otherdeeds/06235d91026559da3d0a397cc93ec2d2b458522881beb74907a1bc6a80f845a8.jpg,Spirit,Infinite Expanse,2,Sky,5,Luster,1,Oblivion,2,Runa,1,Psychosilk,1,,60062,7716
60063,https://assets.otherside.xyz/otherdeeds/edc540d4793616e70322f639984fe7c22903fe6471bdfa7a96b11637920ad837.jpg,Volcanic,Infinite Expanse,1,Crimson,4,,,,,Oblivion,1,Nether,1,,60063,
60064,https://assets.otherside.xyz/otherdeeds/cf26d58a27e1f3ed26b0457508a24520a5182c97217c9c67ec5b07887c77735c.jpg,Volcanic,Infinite Expanse,2,Sulfuric,4,Chlorocite,3,,,,,,,,60064,
60065,https://assets.otherside.xyz/otherdeeds/6b596bae4d3ac464f900578fe06cc56e08acb7af71b31596938dbf13bde98b5b.jpg,Psychedelic,Infinite Expanse,3,Sludge,1,Luster,3,,,,,Lunarian,2,Camp Fire,60065,6498
60066,https://assets.otherside.xyz/otherdeeds/df69b3223e10591a0ce1e055ba899cf5907bcb836dc0435620024b40afcbadf5.jpg,Growth,Infinite Expanse,1,Mystic,1,,,Petrified,1,,,,,Ancient Coin,60066,
60067,https://assets.otherside.xyz/otherdeeds/c87151a6eb96bd9494ad55cc9d0a137c4e8e23170982af207e18d4a8a02c1442.jpg,Psychedelic,Infinite Expanse,1,Mallow,4,,,,,,,,,,60067,699
60068,https://assets.otherside.xyz/otherdeeds/e9713236cbbc6fdcd8a53f7645da33cdd5aef9336869944d68cc29dec8ec46ce.jpg,Growth,Infinite Expanse,3,Mycelium,3,,,,,,,,,,60068,
60069,https://assets.otherside.xyz/otherdeeds/1c9e8750fa8a235524d682bcf19eea93f55e1adbe77f7e1182db84ee070f13f5.jpg,Decay,Infinite Expanse,3,Bog,3,Bonestone,1,Lumileaf,1,Lunarian,2,,,,60069,
60070,https://assets.otherside.xyz/otherdeeds/d35e689f9a040bd72f79b7a71ac314fbb0919ae250db82c40b0e556c180b5772.jpg,Decay,Infinite Expanse,2,Bog,3,,,,,Lunarian,1,Oblivion,3,,60070,6637
60071,https://assets.otherside.xyz/otherdeeds/24635c32be7287c884e8e033dd9bad8bc128a9d3ed78e4204de5d026ce1a2c1f.jpg,Harsh,Infinite Expanse,3,Wastes,2,,,Obsilica,2,,,,,,60071,
60072,https://assets.otherside.xyz/otherdeeds/4fdb36698b399e6f91e4a2b7192e2914560bf0b9ff885b81783be5afcfa15d01.jpg,Harsh,Infinite Expanse,1,Bone,1,,,Fossica,3,,,Runa,3,,60072,
60073,https://assets.otherside.xyz/otherdeeds/b96e97b013594496cde1479e2331d503a70c6cd9869b58c71dbc642cf9f8799d.jpg,Spirit,Infinite Expanse,1,Sands,5,Nether,2,Spikeweed,2,Oblivion,3,,,,60073,6654
60074,https://assets.otherside.xyz/otherdeeds/3eff13adcdb96670b4f646911f2fe58e882fd0c32d60414e6a5ccca65cd40cd2.jpg,Mineral,Infinite Expanse,2,Spires,2,,,,,,,,,,60074,
60075,https://assets.otherside.xyz/otherdeeds/e20060598ed8be73e7acc7bb9f54742105d6ce395cbf25ad991c54888616a0fc.jpg,Psychedelic,Infinite Expanse,1,Shadow,5,Runa,3,,,,,Gloomia,1,Rugged Shovel,60075,4408
60076,https://assets.otherside.xyz/otherdeeds/cb9ea117416d1edc3add39f2a172f78ed67adcae7f8056c8809f2829970275a0.jpg,Decay,Infinite Expanse,1,Bog,4,,,Spikeweed,2,Moldium,2,,,,60076,
60077,https://assets.otherside.xyz/otherdeeds/c644b174028069a75020725cce6e913866f930bab1cf2d329f8ea227116b063d.jpg,Harsh,Infinite Expanse,3,Splinter,1,Bonestone,1,,,Kinsoul,1,,,,60077,
60078,https://assets.otherside.xyz/otherdeeds/ff1ab0086f1615b7fa9926d675a303538f39bfd9f2a3d734390663db009e44e3.jpg,Decay,Infinite Expanse,1,Bog,1,,,,,,,,,,60078,
60079,https://assets.otherside.xyz/otherdeeds/7ca6fb2710b196e1270d30cf36edf1ac68dc53bc21b2a54f76f0ab9aeb86ffb5.jpg,Harsh,Infinite Expanse,1,Glacia,1,,,Nether,1,,,,,,60079,
60080,https://assets.otherside.xyz/otherdeeds/ac3ff3dd90d942df4914a3d81641724ac5b578cca26dc37f3c8c49819aa39ca6.jpg,Volcanic,Infinite Expanse,1,Molten,1,Nether,1,,,Whisper,3,,,,60080,
60081,https://assets.otherside.xyz/otherdeeds/e2bf8fbe49cea2c7a6118ced6228d2ea6a95b6a6b5ec7fd8b2cf95cb255effc3.jpg,Volcanic,Infinite Expanse,3,Crimson,5,Spikeweed,2,,,,,,,,60081,
60082,https://assets.otherside.xyz/otherdeeds/53da29864fd2927e056a099bcd583dfc9b756031bbcee05f896d0697e7d968fd.jpg,Spirit,Infinite Expanse,1,Veldan,2,,,,,Oblivion,3,,,,60082,
60083,https://assets.otherside.xyz/otherdeeds/337fddd9fd9b768313418af0ebf740e8313b72a8c18cd26399f4fb8d2de9972e.jpg,Harsh,Infinite Expanse,1,Bone,2,,,,,Nether,1,,,,60083,
60084,https://assets.otherside.xyz/otherdeeds/48928ab450485360dabc7d003e46647dc9b4c7f3786e8b45b1f480853c78bf8a.jpg,Growth,Infinite Expanse,3,Mystic,3,,,,,,,,,,60084,
60085,https://assets.otherside.xyz/otherdeeds/a05f261bff41b84f244aa4fb28e0749893e9b635e4a89717087cae48efdc6561.jpg,Volcanic,Infinite Expanse,3,Crimson,2,,,,,,,,,,60085,
60086,https://assets.otherside.xyz/otherdeeds/e7f3f53f77f245cb10d6c2835a4365e23f1f81e0649a0077e5da3953666e18b0.jpg,Growth,Infinite Expanse,3,Mystic,4,Lunarian,2,Oblivion,1,,,,,Ancient Coin,60086,
60087,https://assets.otherside.xyz/otherdeeds/9d68ff9429d33123d4d37296351414b8a888c1ee3ab80f9f3d29fb973de5118b.jpg,Harsh,Infinite Expanse,1,Splinter,4,Claymer,2,,,Spikeweed,1,Moldium,2,,60087,
60088,https://assets.otherside.xyz/otherdeeds/8d360d413bdd97c252e0a9f0cdd84322697e15c088d85807b3d1134b1db7e67d.jpg,Volcanic,Infinite Expanse,3,Crimson,2,,,Spikeweed,1,,,Moldium,2,,60088,
60089,https://assets.otherside.xyz/otherdeeds/703c0385b7b71881133f97aa439482e382d6bb2b3c04af08589fcb6e28bd59b1.jpg,Harsh,Infinite Expanse,1,Glacia,2,,,,,,,,,,60089,
60090,https://assets.otherside.xyz/otherdeeds/48928ab450485360dabc7d003e46647dc9b4c7f3786e8b45b1f480853c78bf8a.jpg,Growth,Infinite Expanse,1,Mystic,3,,,,,,,,,,60090,
60091,https://assets.otherside.xyz/otherdeeds/14fa658eb7b5719e2b247511f9253da0ca557139d5572f55b4cf22d93a25489d.jpg,Growth,Infinite Expanse,2,Mycelium,2,,,,,Petrified,1,,,,60091,
60092,https://assets.otherside.xyz/otherdeeds/29853aee14e4fb5d9a35f4a88a24dbba9b32b9f8fc978719214c5f98ac7f53bf.jpg,Volcanic,Infinite Expanse,2,Sulfuric,3,,,,,,,,,,60092,
60093,https://assets.otherside.xyz/otherdeeds/97a8f596117307bbc5b99d920ca7026b689dc7fdf337f23f5f2cae1087a706d8.jpg,Volcanic,Infinite Expanse,2,Crimson,5,Pricklia,2,,,Kinsoul,2,,,,60093,
60094,https://assets.otherside.xyz/otherdeeds/94400376c7320e8123e96e06380478b8506b86ab205ca5d5503e55205626faf1.jpg,Harsh,Infinite Expanse,2,Bone,2,,,Brimstone,2,,,,,,60094,
60095,https://assets.otherside.xyz/otherdeeds/36b45f4b913b4a32dbb05bb91bbd6c3baaa2daa30a39890ef0f5942b2111e953.jpg,Decay,Infinite Expanse,1,Bog,3,,,,,,,,,Banana Peel,60095,
60096,https://assets.otherside.xyz/otherdeeds/fd75c17af5d2dbb271f17cd996dbeba19519bbfe3f782d1e6a6a1c5f611d37b4.jpg,Growth,Infinite Expanse,2,Mystic,1,Bonestone,2,,,,,Luster,2,,60096,
60097,https://assets.otherside.xyz/otherdeeds/68e65739b135615d134ad1df585956004cdd887483cbbf918db8779dd84b5a89.jpg,Decay,Infinite Expanse,1,Ruins,3,Luster,1,Oblivion,1,,,,,,60097,
60098,https://assets.otherside.xyz/otherdeeds/7254efae6542cf7bfab92a8e69aa7cebf11b0dc583402576e295c90ed1089d4e.jpg,Spirit,Infinite Expanse,2,Veldan,4,,,,,Brimstone,1,Psychosilk,1,,60098,
60099,https://assets.otherside.xyz/otherdeeds/5ac9b9711a31bbaa3ed3f4c589854cd117cc75c8debcd3c2386530d813c78e8a.jpg,Harsh,Infinite Expanse,2,Wastes,5,,,,,,,,,,60099,
60100,https://assets.otherside.xyz/otherdeeds/5ff3d729bd4dec78d88fb13b68582097d3ff2efa41e25fd5af26ae822c42be6e.jpg,Volcanic,Infinite Expanse,2,Crimson,5,Psychosilk,2,,,,,,,,60100,
60101,https://assets.otherside.xyz/otherdeeds/1f46154bf2ff8c76a5f11bcada6d3340437e7afc828b56c3ab79d7aa215d6e66.jpg,Mineral,Infinite Expanse,1,Crystal,1,Oblivion,1,,,Kinsoul,2,,,,60101,
60102,https://assets.otherside.xyz/otherdeeds/2316fd8e56cf923a13d47b2222d34f8681badb1b9705f43a590cb0df8b9e2c7d.jpg,Volcanic,Infinite Expanse,2,Sulfuric,1,Bonestone,1,,,,,Runa,1,,60102,
60103,https://assets.otherside.xyz/otherdeeds/2efaa860d3635437ed26d5b9853a8f564724521cedacf7abb9af3f43740f3f83.jpg,Growth,Infinite Expanse,1,Jungle,2,Whisper,1,Psychosilk,2,Tanglevine,2,,,,60103,
60104,https://assets.otherside.xyz/otherdeeds/b9234b1c12b9c040fc9e77901e65a9e2001fb5a0b458f67605510426af9f16b8.jpg,Spirit,Infinite Expanse,1,Steppes,1,Lunarian,1,,,,,,,,60104,
60105,https://assets.otherside.xyz/otherdeeds/479bdb43bb6804649c6a9a99aa6dd2caa9daf93e13470f0aa842f00ac6e5e72e.jpg,Growth,Infinite Expanse,1,Jungle,3,,,,,,,,,Sands of Time,60105,
60106,https://assets.otherside.xyz/otherdeeds/54f0778a03e5283d686aaa2f174c2a6ef0d66a2d17ef9d291ddc3546bf089ef2.jpg,Decay,Infinite Expanse,2,Ruins,2,,,,,Bonestone,2,Kinsoul,3,Koda Axe,60106,
60107,https://assets.otherside.xyz/otherdeeds/a3343629bbfe7d0c55dbd06a04ec874d7438cbed6da97e3097d0a8e8c1eb3a3c.jpg,Harsh,Infinite Expanse,2,Glacia,3,,,,,,,,,,60107,
60108,https://assets.otherside.xyz/otherdeeds/2f110b8c2540a2f891283e13890587855f9847eea6126d079d63bec68860e0dd.jpg,Mineral,Infinite Expanse,1,Biolume,3,,,Luster,1,,,,,,60108,
60109,https://assets.otherside.xyz/otherdeeds/22f23305b557dab566405d2647ae73686ebd1fabc2fd132691dd39567fb51f52.jpg,Spirit,Infinite Expanse,3,Veldan,1,Kinsoul,1,Moldium,2,,,Lunarian,1,,60109,
60110,https://assets.otherside.xyz/otherdeeds/0f7c39f12f3b4ba9b42373c19ea1791634a4b10777dd2155e4862766c6a92583.jpg,Mineral,Infinite Expanse,1,Biolume,2,,,Luster,1,Whisper,1,Moldium,1,,60110,
60111,https://assets.otherside.xyz/otherdeeds/20f748495278f68f6c0b5730b7b7de177fd98e5f0b0231a93d572c6c3dda8147.jpg,Harsh,Infinite Expanse,1,Glacia,4,Slushia,2,,,Lumileaf,1,,,,60111,
60112,https://assets.otherside.xyz/otherdeeds/1077c3b3fb9a32a1a063f4c44b2e30861c887a61a7081048624bf8806f9802e1.jpg,Decay,Infinite Expanse,1,Bog,2,,,,,Brimstone,1,Nether,2,Mystical Crown,60112,
60113,https://assets.otherside.xyz/otherdeeds/d41b3ac3a33fcd9737de3b256ddcecedd44832cf5f307aeec2f75b809df00605.jpg,Mineral,Infinite Expanse,1,Spires,5,,,,,,,,,,60113,
60114,https://assets.otherside.xyz/otherdeeds/f1a7c460a1b061466b2bf021f7c422a66d99ac1f346432c1296e7da4e48f0c1b.jpg,Harsh,Infinite Expanse,3,Glacia,1,Slushia,1,,,,,,,,60114,
60115,https://assets.otherside.xyz/otherdeeds/3fe17b89ee93f7c0523bf7bd8860f98f852cf336b8d94c6d15bbcaeee6f334d0.jpg,Volcanic,Infinite Expanse,2,Sulfuric,1,,,Petrified,3,,,,,Koda Axe,60115,
60116,https://assets.otherside.xyz/otherdeeds/ec926eda2ee0111ea0dd3d9136584e5aef846183c23237c246f2cdeae2166e66.jpg,Mineral,Infinite Expanse,1,Luster,2,Nether,1,Lumileaf,2,Luster,1,,,Jules,60116,
60117,https://assets.otherside.xyz/otherdeeds/338fa1f11cbc1bd691af2fde4e1c25b300c01c8190f7c27599c52b8b4dd12809.jpg,Decay,Infinite Expanse,1,Ruins,3,,,Whisper,1,Oblivion,3,Petrified,1,,60117,
60118,https://assets.otherside.xyz/otherdeeds/b7ec1b1fadf5eee495d3a2f0017081014c2caca9035fd230cf8c5432ac1d9365.jpg,Harsh,Infinite Expanse,2,Wastes,4,Whisper,2,,,,,,,,60118,
